,Suburb,Housing_Type,Value,No_of_child_charity,No_of_adult_charity,No_of_bus_stop,No_of_train_station,School_Type,No_of_school
3600,brighton,1 bedroom flats,370.0,20.0,26.0,0.0,4.0,Secondary,1.0
3601,brighton,2 bedroom flats,550.0,20.0,26.0,0.0,4.0,Pri/Sec,2.0
3602,brighton,2 bedroom flats,550.0,20.0,26.0,0.0,4.0,Primary,5.0
3603,brighton,2 bedroom flats,550.0,20.0,26.0,0.0,4.0,Secondary,1.0
3604,brighton,2 bedroom houses,620.0,20.0,26.0,0.0,4.0,Pri/Sec,2.0
3605,brighton,2 bedroom houses,620.0,20.0,26.0,0.0,4.0,Primary,5.0
3606,brighton,2 bedroom houses,620.0,20.0,26.0,0.0,4.0,Secondary,1.0
3607,brighton,3 bedroom flats,800.0,20.0,26.0,0.0,4.0,Pri/Sec,2.0
3608,brighton,3 bedroom flats,800.0,20.0,26.0,0.0,4.0,Primary,5.0
3609,brighton,3 bedroom flats,800.0,20.0,26.0,0.0,4.0,Secondary,1.0
3610,brighton,3 bedroom houses,973.0,20.0,26.0,0.0,4.0,Pri/Sec,2.0
3611,brighton,3 bedroom houses,973.0,20.0,26.0,0.0,4.0,Primary,5.0
3612,brighton,3 bedroom houses,973.0,20.0,26.0,0.0,4.0,Secondary,1.0
3613,brighton,4 bedroom houses,1400.0,20.0,26.0,0.0,4.0,Pri/Sec,2.0
3614,brighton,4 bedroom houses,1400.0,20.0,26.0,0.0,4.0,Primary,5.0
3615,brighton,4 bedroom houses,1400.0,20.0,26.0,0.0,4.0,Secondary,1.0
3616,brighton,All properties,670.0,20.0,26.0,0.0,4.0,Pri/Sec,2.0
3617,brighton,All properties,670.0,20.0,26.0,0.0,4.0,Primary,5.0
3618,brighton,All properties,670.0,20.0,26.0,0.0,4.0,Secondary,1.0
3829,brighton east,1 bedroom flats,0.0,13.0,11.0,0.0,0.0,Pri/Sec,1.0
3830,brighton east,1 bedroom flats,0.0,13.0,11.0,0.0,0.0,Primary,2.0
3831,brighton east,1 bedroom flats,0.0,13.0,11.0,0.0,0.0,Secondary,1.0
3832,brighton east,2 bedroom flats,475.0,13.0,11.0,0.0,0.0,Pri/Sec,1.0
3833,brighton east,2 bedroom flats,475.0,13.0,11.0,0.0,0.0,Primary,2.0
3834,brighton east,2 bedroom flats,475.0,13.0,11.0,0.0,0.0,Secondary,1.0
3835,brighton east,2 bedroom houses,535.0,13.0,11.0,0.0,0.0,Pri/Sec,1.0
3836,brighton east,2 bedroom houses,535.0,13.0,11.0,0.0,0.0,Primary,2.0
3837,brighton east,2 bedroom houses,535.0,13.0,11.0,0.0,0.0,Secondary,1.0
3838,brighton east,3 bedroom flats,660.0,13.0,11.0,0.0,0.0,Pri/Sec,1.0
3839,brighton east,3 bedroom flats,660.0,13.0,11.0,0.0,0.0,Primary,2.0
3840,brighton east,3 bedroom flats,660.0,13.0,11.0,0.0,0.0,Secondary,1.0
3841,brighton east,3 bedroom houses,750.0,13.0,11.0,0.0,0.0,Pri/Sec,1.0
3842,brighton east,3 bedroom houses,750.0,13.0,11.0,0.0,0.0,Primary,2.0
3843,brighton east,3 bedroom houses,750.0,13.0,11.0,0.0,0.0,Secondary,1.0
3844,brighton east,4 bedroom houses,1100.0,13.0,11.0,0.0,0.0,Pri/Sec,1.0
3845,brighton east,4 bedroom houses,1100.0,13.0,11.0,0.0,0.0,Primary,2.0
3846,brighton east,4 bedroom houses,1100.0,13.0,11.0,0.0,0.0,Secondary,1.0
3847,brighton east,All properties,750.0,13.0,11.0,0.0,0.0,Pri/Sec,1.0
3848,brighton east,All properties,750.0,13.0,11.0,0.0,0.0,Primary,2.0
3849,brighton east,All properties,750.0,13.0,11.0,0.0,0.0,Secondary,1.0
4200,broadmeadows,1 bedroom flats,280.0,11.0,21.0,0.0,1.0,Pri/Sec,2.0
4201,broadmeadows,1 bedroom flats,280.0,11.0,21.0,0.0,1.0,Primary,4.0
4202,broadmeadows,1 bedroom flats,280.0,11.0,21.0,0.0,1.0,Secondary,2.0
4203,roxburgh park,1 bedroom flats,280.0,1.0,1.0,0.0,1.0,Primary,4.0
4204,roxburgh park,1 bedroom flats,280.0,1.0,1.0,0.0,1.0,Secondary,1.0
4205,broadmeadows,2 bedroom flats,340.0,11.0,21.0,0.0,1.0,Pri/Sec,2.0
4206,broadmeadows,2 bedroom flats,340.0,11.0,21.0,0.0,1.0,Primary,4.0
4207,broadmeadows,2 bedroom flats,340.0,11.0,21.0,0.0,1.0,Secondary,2.0
4208,roxburgh park,2 bedroom flats,340.0,1.0,1.0,0.0,1.0,Primary,4.0
4209,roxburgh park,2 bedroom flats,340.0,1.0,1.0,0.0,1.0,Secondary,1.0
4210,broadmeadows,2 bedroom houses,335.0,11.0,21.0,0.0,1.0,Pri/Sec,2.0
4211,broadmeadows,2 bedroom houses,335.0,11.0,21.0,0.0,1.0,Primary,4.0
4212,broadmeadows,2 bedroom houses,335.0,11.0,21.0,0.0,1.0,Secondary,2.0
4213,roxburgh park,2 bedroom houses,335.0,1.0,1.0,0.0,1.0,Primary,4.0
4214,roxburgh park,2 bedroom houses,335.0,1.0,1.0,0.0,1.0,Secondary,1.0
4215,broadmeadows,3 bedroom flats,370.0,11.0,21.0,0.0,1.0,Pri/Sec,2.0
4216,broadmeadows,3 bedroom flats,370.0,11.0,21.0,0.0,1.0,Primary,4.0
4217,broadmeadows,3 bedroom flats,370.0,11.0,21.0,0.0,1.0,Secondary,2.0
4218,roxburgh park,3 bedroom flats,370.0,1.0,1.0,0.0,1.0,Primary,4.0
4219,roxburgh park,3 bedroom flats,370.0,1.0,1.0,0.0,1.0,Secondary,1.0
4220,broadmeadows,3 bedroom houses,370.0,11.0,21.0,0.0,1.0,Pri/Sec,2.0
4221,broadmeadows,3 bedroom houses,370.0,11.0,21.0,0.0,1.0,Primary,4.0
4222,broadmeadows,3 bedroom houses,370.0,11.0,21.0,0.0,1.0,Secondary,2.0
4223,roxburgh park,3 bedroom houses,370.0,1.0,1.0,0.0,1.0,Primary,4.0
4224,roxburgh park,3 bedroom houses,370.0,1.0,1.0,0.0,1.0,Secondary,1.0
4225,broadmeadows,4 bedroom houses,460.0,11.0,21.0,0.0,1.0,Pri/Sec,2.0
4226,broadmeadows,4 bedroom houses,460.0,11.0,21.0,0.0,1.0,Primary,4.0
4227,broadmeadows,4 bedroom houses,460.0,11.0,21.0,0.0,1.0,Secondary,2.0
4228,roxburgh park,4 bedroom houses,460.0,1.0,1.0,0.0,1.0,Primary,4.0
4229,roxburgh park,4 bedroom houses,460.0,1.0,1.0,0.0,1.0,Secondary,1.0
4230,broadmeadows,All properties,371.0,11.0,21.0,0.0,1.0,Pri/Sec,2.0
4231,broadmeadows,All properties,371.0,11.0,21.0,0.0,1.0,Primary,4.0
4232,broadmeadows,All properties,371.0,11.0,21.0,0.0,1.0,Secondary,2.0
4233,roxburgh park,All properties,371.0,1.0,1.0,0.0,1.0,Primary,4.0
4234,roxburgh park,All properties,371.0,1.0,1.0,0.0,1.0,Secondary,1.0
4305,brunswick,1 bedroom flats,330.0,23.0,44.0,0.0,3.0,Secondary,2.0
4306,brunswick,2 bedroom flats,420.0,23.0,44.0,0.0,3.0,Secondary,2.0
4307,brunswick,2 bedroom houses,550.0,23.0,44.0,0.0,3.0,Secondary,2.0
4308,brunswick,3 bedroom flats,650.0,23.0,44.0,0.0,3.0,Secondary,2.0
4309,brunswick,3 bedroom houses,675.0,23.0,44.0,0.0,3.0,Secondary,2.0
4310,brunswick,4 bedroom houses,845.0,23.0,44.0,0.0,3.0,Secondary,2.0
4311,brunswick,All properties,430.0,23.0,44.0,0.0,3.0,Secondary,2.0
4662,bulleen,1 bedroom flats,350.0,10.0,9.0,0.0,0.0,Primary,1.0
4663,bulleen,1 bedroom flats,350.0,10.0,9.0,0.0,0.0,Secondary,1.0
4664,templestowe,1 bedroom flats,350.0,2.0,7.0,0.0,0.0,Primary,3.0
4665,doncaster,1 bedroom flats,350.0,17.0,21.0,0.0,0.0,Primary,3.0
4666,doncaster,1 bedroom flats,350.0,17.0,21.0,0.0,0.0,Secondary,1.0
4667,bulleen,2 bedroom flats,425.0,10.0,9.0,0.0,0.0,Primary,1.0
4668,bulleen,2 bedroom flats,425.0,10.0,9.0,0.0,0.0,Secondary,1.0
4669,templestowe,2 bedroom flats,425.0,2.0,7.0,0.0,0.0,Primary,3.0
4670,doncaster,2 bedroom flats,425.0,17.0,21.0,0.0,0.0,Primary,3.0
4671,doncaster,2 bedroom flats,425.0,17.0,21.0,0.0,0.0,Secondary,1.0
4672,bulleen,2 bedroom houses,428.0,10.0,9.0,0.0,0.0,Primary,1.0
4673,bulleen,2 bedroom houses,428.0,10.0,9.0,0.0,0.0,Secondary,1.0
4674,templestowe,2 bedroom houses,428.0,2.0,7.0,0.0,0.0,Primary,3.0
4675,doncaster,2 bedroom houses,428.0,17.0,21.0,0.0,0.0,Primary,3.0
4676,doncaster,2 bedroom houses,428.0,17.0,21.0,0.0,0.0,Secondary,1.0
4677,bulleen,3 bedroom flats,550.0,10.0,9.0,0.0,0.0,Primary,1.0
4678,bulleen,3 bedroom flats,550.0,10.0,9.0,0.0,0.0,Secondary,1.0
4679,templestowe,3 bedroom flats,550.0,2.0,7.0,0.0,0.0,Primary,3.0
4680,doncaster,3 bedroom flats,550.0,17.0,21.0,0.0,0.0,Primary,3.0
4681,doncaster,3 bedroom flats,550.0,17.0,21.0,0.0,0.0,Secondary,1.0
4682,bulleen,3 bedroom houses,495.0,10.0,9.0,0.0,0.0,Primary,1.0
4683,bulleen,3 bedroom houses,495.0,10.0,9.0,0.0,0.0,Secondary,1.0
4684,templestowe,3 bedroom houses,495.0,2.0,7.0,0.0,0.0,Primary,3.0
4685,doncaster,3 bedroom houses,495.0,17.0,21.0,0.0,0.0,Primary,3.0
4686,doncaster,3 bedroom houses,495.0,17.0,21.0,0.0,0.0,Secondary,1.0
4687,bulleen,4 bedroom houses,650.0,10.0,9.0,0.0,0.0,Primary,1.0
4688,bulleen,4 bedroom houses,650.0,10.0,9.0,0.0,0.0,Secondary,1.0
4689,templestowe,4 bedroom houses,650.0,2.0,7.0,0.0,0.0,Primary,3.0
4690,doncaster,4 bedroom houses,650.0,17.0,21.0,0.0,0.0,Primary,3.0
4691,doncaster,4 bedroom houses,650.0,17.0,21.0,0.0,0.0,Secondary,1.0
4692,bulleen,All properties,490.0,10.0,9.0,0.0,0.0,Primary,1.0
4693,bulleen,All properties,490.0,10.0,9.0,0.0,0.0,Secondary,1.0
4694,templestowe,All properties,490.0,2.0,7.0,0.0,0.0,Primary,3.0
4695,doncaster,All properties,490.0,17.0,21.0,0.0,0.0,Primary,3.0
4696,doncaster,All properties,490.0,17.0,21.0,0.0,0.0,Secondary,1.0
5117,bundoora,1 bedroom flats,300.0,14.0,17.0,0.0,0.0,Pri/Sec,1.0
5118,bundoora,1 bedroom flats,300.0,14.0,17.0,0.0,0.0,Primary,3.0
5119,bundoora,1 bedroom flats,300.0,14.0,17.0,0.0,0.0,Secondary,2.0
5120,greensborough,1 bedroom flats,300.0,11.0,18.0,0.0,1.0,Primary,5.0
5121,greensborough,1 bedroom flats,300.0,11.0,18.0,0.0,1.0,Secondary,1.0
5122,hurstbridge,1 bedroom flats,300.0,4.0,7.0,0.0,1.0,Primary,1.0
5123,bundoora,2 bedroom flats,370.0,14.0,17.0,0.0,0.0,Pri/Sec,1.0
5124,bundoora,2 bedroom flats,370.0,14.0,17.0,0.0,0.0,Primary,3.0
5125,bundoora,2 bedroom flats,370.0,14.0,17.0,0.0,0.0,Secondary,2.0
5126,greensborough,2 bedroom flats,370.0,11.0,18.0,0.0,1.0,Primary,5.0
5127,greensborough,2 bedroom flats,370.0,11.0,18.0,0.0,1.0,Secondary,1.0
5128,hurstbridge,2 bedroom flats,370.0,4.0,7.0,0.0,1.0,Primary,1.0
5129,bundoora,2 bedroom houses,390.0,14.0,17.0,0.0,0.0,Pri/Sec,1.0
5130,bundoora,2 bedroom houses,390.0,14.0,17.0,0.0,0.0,Primary,3.0
5131,bundoora,2 bedroom houses,390.0,14.0,17.0,0.0,0.0,Secondary,2.0
5132,greensborough,2 bedroom houses,390.0,11.0,18.0,0.0,1.0,Primary,5.0
5133,greensborough,2 bedroom houses,390.0,11.0,18.0,0.0,1.0,Secondary,1.0
5134,hurstbridge,2 bedroom houses,390.0,4.0,7.0,0.0,1.0,Primary,1.0
5135,bundoora,3 bedroom flats,470.0,14.0,17.0,0.0,0.0,Pri/Sec,1.0
5136,bundoora,3 bedroom flats,470.0,14.0,17.0,0.0,0.0,Primary,3.0
5137,bundoora,3 bedroom flats,470.0,14.0,17.0,0.0,0.0,Secondary,2.0
5138,greensborough,3 bedroom flats,470.0,11.0,18.0,0.0,1.0,Primary,5.0
5139,greensborough,3 bedroom flats,470.0,11.0,18.0,0.0,1.0,Secondary,1.0
5140,hurstbridge,3 bedroom flats,470.0,4.0,7.0,0.0,1.0,Primary,1.0
5141,bundoora,3 bedroom houses,430.0,14.0,17.0,0.0,0.0,Pri/Sec,1.0
5142,bundoora,3 bedroom houses,430.0,14.0,17.0,0.0,0.0,Primary,3.0
5143,bundoora,3 bedroom houses,430.0,14.0,17.0,0.0,0.0,Secondary,2.0
5144,greensborough,3 bedroom houses,430.0,11.0,18.0,0.0,1.0,Primary,5.0
5145,greensborough,3 bedroom houses,430.0,11.0,18.0,0.0,1.0,Secondary,1.0
5146,hurstbridge,3 bedroom houses,430.0,4.0,7.0,0.0,1.0,Primary,1.0
5147,bundoora,4 bedroom houses,465.0,14.0,17.0,0.0,0.0,Pri/Sec,1.0
5148,bundoora,4 bedroom houses,465.0,14.0,17.0,0.0,0.0,Primary,3.0
5149,bundoora,4 bedroom houses,465.0,14.0,17.0,0.0,0.0,Secondary,2.0
5150,greensborough,4 bedroom houses,465.0,11.0,18.0,0.0,1.0,Primary,5.0
5151,greensborough,4 bedroom houses,465.0,11.0,18.0,0.0,1.0,Secondary,1.0
5152,hurstbridge,4 bedroom houses,465.0,4.0,7.0,0.0,1.0,Primary,1.0
5153,bundoora,All properties,420.0,14.0,17.0,0.0,0.0,Pri/Sec,1.0
5154,bundoora,All properties,420.0,14.0,17.0,0.0,0.0,Primary,3.0
5155,bundoora,All properties,420.0,14.0,17.0,0.0,0.0,Secondary,2.0
5156,greensborough,All properties,420.0,11.0,18.0,0.0,1.0,Primary,5.0
5157,greensborough,All properties,420.0,11.0,18.0,0.0,1.0,Secondary,1.0
5158,hurstbridge,All properties,420.0,4.0,7.0,0.0,1.0,Primary,1.0
5369,burwood,1 bedroom flats,225.0,14.0,23.0,0.0,0.0,Pri/Sec,2.0
5370,burwood,1 bedroom flats,225.0,14.0,23.0,0.0,0.0,Primary,1.0
5371,ashburton,1 bedroom flats,225.0,11.0,15.0,0.0,2.0,Primary,3.0
5372,burwood,2 bedroom flats,400.0,14.0,23.0,0.0,0.0,Pri/Sec,2.0
5373,burwood,2 bedroom flats,400.0,14.0,23.0,0.0,0.0,Primary,1.0
5374,ashburton,2 bedroom flats,400.0,11.0,15.0,0.0,2.0,Primary,3.0
5375,burwood,2 bedroom houses,420.0,14.0,23.0,0.0,0.0,Pri/Sec,2.0
5376,burwood,2 bedroom houses,420.0,14.0,23.0,0.0,0.0,Primary,1.0
5377,ashburton,2 bedroom houses,420.0,11.0,15.0,0.0,2.0,Primary,3.0
5378,burwood,3 bedroom flats,530.0,14.0,23.0,0.0,0.0,Pri/Sec,2.0
5379,burwood,3 bedroom flats,530.0,14.0,23.0,0.0,0.0,Primary,1.0
5380,ashburton,3 bedroom flats,530.0,11.0,15.0,0.0,2.0,Primary,3.0
5381,burwood,3 bedroom houses,500.0,14.0,23.0,0.0,0.0,Pri/Sec,2.0
5382,burwood,3 bedroom houses,500.0,14.0,23.0,0.0,0.0,Primary,1.0
5383,ashburton,3 bedroom houses,500.0,11.0,15.0,0.0,2.0,Primary,3.0
5384,burwood,4 bedroom houses,650.0,14.0,23.0,0.0,0.0,Pri/Sec,2.0
5385,burwood,4 bedroom houses,650.0,14.0,23.0,0.0,0.0,Primary,1.0
5386,ashburton,4 bedroom houses,650.0,11.0,15.0,0.0,2.0,Primary,3.0
5387,burwood,All properties,450.0,14.0,23.0,0.0,0.0,Pri/Sec,2.0
5388,burwood,All properties,450.0,14.0,23.0,0.0,0.0,Primary,1.0
5389,ashburton,All properties,450.0,11.0,15.0,0.0,2.0,Primary,3.0
5530,cbd,1 bedroom flats,340.0,0.0,0.0,0.0,0.0,0,0.0
5531,st kilda rd,1 bedroom flats,340.0,0.0,0.0,0.0,0.0,0,0.0
5532,cbd,2 bedroom flats,450.0,0.0,0.0,0.0,0.0,0,0.0
5533,st kilda rd,2 bedroom flats,450.0,0.0,0.0,0.0,0.0,0,0.0
5534,cbd,2 bedroom houses,0.0,0.0,0.0,0.0,0.0,0,0.0
5535,st kilda rd,2 bedroom houses,0.0,0.0,0.0,0.0,0.0,0,0.0
5536,cbd,3 bedroom flats,680.0,0.0,0.0,0.0,0.0,0,0.0
5537,st kilda rd,3 bedroom flats,680.0,0.0,0.0,0.0,0.0,0,0.0
5538,cbd,3 bedroom houses,0.0,0.0,0.0,0.0,0.0,0,0.0
5539,st kilda rd,3 bedroom houses,0.0,0.0,0.0,0.0,0.0,0,0.0
5540,cbd,4 bedroom houses,0.0,0.0,0.0,0.0,0.0,0,0.0
5541,st kilda rd,4 bedroom houses,0.0,0.0,0.0,0.0,0.0,0,0.0
5542,cbd,All properties,390.0,0.0,0.0,0.0,0.0,0,0.0
5543,st kilda rd,All properties,390.0,0.0,0.0,0.0,0.0,0,0.0
5824,camberwell,1 bedroom flats,330.0,23.0,38.0,0.0,5.0,Primary,2.0
5825,camberwell,1 bedroom flats,330.0,23.0,38.0,0.0,5.0,Secondary,1.0
5826,glen iris,1 bedroom flats,330.0,23.0,27.0,0.0,3.0,Pri/Sec,2.0
5827,glen iris,1 bedroom flats,330.0,23.0,27.0,0.0,3.0,Primary,4.0
5828,camberwell,2 bedroom flats,420.0,23.0,38.0,0.0,5.0,Primary,2.0
5829,camberwell,2 bedroom flats,420.0,23.0,38.0,0.0,5.0,Secondary,1.0
5830,glen iris,2 bedroom flats,420.0,23.0,27.0,0.0,3.0,Pri/Sec,2.0
5831,glen iris,2 bedroom flats,420.0,23.0,27.0,0.0,3.0,Primary,4.0
5832,camberwell,2 bedroom houses,500.0,23.0,38.0,0.0,5.0,Primary,2.0
5833,camberwell,2 bedroom houses,500.0,23.0,38.0,0.0,5.0,Secondary,1.0
5834,glen iris,2 bedroom houses,500.0,23.0,27.0,0.0,3.0,Pri/Sec,2.0
5835,glen iris,2 bedroom houses,500.0,23.0,27.0,0.0,3.0,Primary,4.0
5836,camberwell,3 bedroom flats,650.0,23.0,38.0,0.0,5.0,Primary,2.0
5837,camberwell,3 bedroom flats,650.0,23.0,38.0,0.0,5.0,Secondary,1.0
5838,glen iris,3 bedroom flats,650.0,23.0,27.0,0.0,3.0,Pri/Sec,2.0
5839,glen iris,3 bedroom flats,650.0,23.0,27.0,0.0,3.0,Primary,4.0
5840,camberwell,3 bedroom houses,695.0,23.0,38.0,0.0,5.0,Primary,2.0
5841,camberwell,3 bedroom houses,695.0,23.0,38.0,0.0,5.0,Secondary,1.0
5842,glen iris,3 bedroom houses,695.0,23.0,27.0,0.0,3.0,Pri/Sec,2.0
5843,glen iris,3 bedroom houses,695.0,23.0,27.0,0.0,3.0,Primary,4.0
5844,camberwell,4 bedroom houses,930.0,23.0,38.0,0.0,5.0,Primary,2.0
5845,camberwell,4 bedroom houses,930.0,23.0,38.0,0.0,5.0,Secondary,1.0
5846,glen iris,4 bedroom houses,930.0,23.0,27.0,0.0,3.0,Pri/Sec,2.0
5847,glen iris,4 bedroom houses,930.0,23.0,27.0,0.0,3.0,Primary,4.0
5848,camberwell,All properties,470.0,23.0,38.0,0.0,5.0,Primary,2.0
5849,camberwell,All properties,470.0,23.0,38.0,0.0,5.0,Secondary,1.0
5850,glen iris,All properties,470.0,23.0,27.0,0.0,3.0,Pri/Sec,2.0
5851,glen iris,All properties,470.0,23.0,27.0,0.0,3.0,Primary,4.0
6202,canterbury,1 bedroom flats,328.0,14.0,15.0,0.0,1.0,Pri/Sec,3.0
6203,canterbury,1 bedroom flats,328.0,14.0,15.0,0.0,1.0,Primary,1.0
6204,canterbury,1 bedroom flats,328.0,14.0,15.0,0.0,1.0,Secondary,2.0
6205,surrey hills,1 bedroom flats,328.0,19.0,21.0,0.0,2.0,Primary,4.0
6206,mont albert,1 bedroom flats,328.0,0.0,1.0,0.0,1.0,Primary,1.0
6207,canterbury,2 bedroom flats,430.0,14.0,15.0,0.0,1.0,Pri/Sec,3.0
6208,canterbury,2 bedroom flats,430.0,14.0,15.0,0.0,1.0,Primary,1.0
6209,canterbury,2 bedroom flats,430.0,14.0,15.0,0.0,1.0,Secondary,2.0
6210,surrey hills,2 bedroom flats,430.0,19.0,21.0,0.0,2.0,Primary,4.0
6211,mont albert,2 bedroom flats,430.0,0.0,1.0,0.0,1.0,Primary,1.0
6212,canterbury,2 bedroom houses,450.0,14.0,15.0,0.0,1.0,Pri/Sec,3.0
6213,canterbury,2 bedroom houses,450.0,14.0,15.0,0.0,1.0,Primary,1.0
6214,canterbury,2 bedroom houses,450.0,14.0,15.0,0.0,1.0,Secondary,2.0
6215,surrey hills,2 bedroom houses,450.0,19.0,21.0,0.0,2.0,Primary,4.0
6216,mont albert,2 bedroom houses,450.0,0.0,1.0,0.0,1.0,Primary,1.0
6217,canterbury,3 bedroom flats,635.0,14.0,15.0,0.0,1.0,Pri/Sec,3.0
6218,canterbury,3 bedroom flats,635.0,14.0,15.0,0.0,1.0,Primary,1.0
6219,canterbury,3 bedroom flats,635.0,14.0,15.0,0.0,1.0,Secondary,2.0
6220,surrey hills,3 bedroom flats,635.0,19.0,21.0,0.0,2.0,Primary,4.0
6221,mont albert,3 bedroom flats,635.0,0.0,1.0,0.0,1.0,Primary,1.0
6222,canterbury,3 bedroom houses,670.0,14.0,15.0,0.0,1.0,Pri/Sec,3.0
6223,canterbury,3 bedroom houses,670.0,14.0,15.0,0.0,1.0,Primary,1.0
6224,canterbury,3 bedroom houses,670.0,14.0,15.0,0.0,1.0,Secondary,2.0
6225,surrey hills,3 bedroom houses,670.0,19.0,21.0,0.0,2.0,Primary,4.0
6226,mont albert,3 bedroom houses,670.0,0.0,1.0,0.0,1.0,Primary,1.0
6227,canterbury,4 bedroom houses,920.0,14.0,15.0,0.0,1.0,Pri/Sec,3.0
6228,canterbury,4 bedroom houses,920.0,14.0,15.0,0.0,1.0,Primary,1.0
6229,canterbury,4 bedroom houses,920.0,14.0,15.0,0.0,1.0,Secondary,2.0
6230,surrey hills,4 bedroom houses,920.0,19.0,21.0,0.0,2.0,Primary,4.0
6231,mont albert,4 bedroom houses,920.0,0.0,1.0,0.0,1.0,Primary,1.0
6232,canterbury,All properties,495.0,14.0,15.0,0.0,1.0,Pri/Sec,3.0
6233,canterbury,All properties,495.0,14.0,15.0,0.0,1.0,Primary,1.0
6234,canterbury,All properties,495.0,14.0,15.0,0.0,1.0,Secondary,2.0
6235,surrey hills,All properties,495.0,19.0,21.0,0.0,2.0,Primary,4.0
6236,mont albert,All properties,495.0,0.0,1.0,0.0,1.0,Primary,1.0
6307,carlton north,1 bedroom flats,320.0,4.0,14.0,0.0,0.0,Primary,2.0
6308,carlton north,2 bedroom flats,450.0,4.0,14.0,0.0,0.0,Primary,2.0
6309,carlton north,2 bedroom houses,600.0,4.0,14.0,0.0,0.0,Primary,2.0
6310,carlton north,3 bedroom flats,620.0,4.0,14.0,0.0,0.0,Primary,2.0
6311,carlton north,3 bedroom houses,760.0,4.0,14.0,0.0,0.0,Primary,2.0
6312,carlton north,4 bedroom houses,1075.0,4.0,14.0,0.0,0.0,Primary,2.0
6313,carlton north,All properties,595.0,4.0,14.0,0.0,0.0,Primary,2.0
6454,carlton,1 bedroom flats,269.0,31.0,56.0,0.0,0.0,Primary,2.0
6455,parkville,1 bedroom flats,269.0,12.0,29.0,0.0,1.0,Secondary,1.0
6456,carlton,2 bedroom flats,400.0,31.0,56.0,0.0,0.0,Primary,2.0
6457,parkville,2 bedroom flats,400.0,12.0,29.0,0.0,1.0,Secondary,1.0
6458,carlton,2 bedroom houses,550.0,31.0,56.0,0.0,0.0,Primary,2.0
6459,parkville,2 bedroom houses,550.0,12.0,29.0,0.0,1.0,Secondary,1.0
6460,carlton,3 bedroom flats,590.0,31.0,56.0,0.0,0.0,Primary,2.0
6461,parkville,3 bedroom flats,590.0,12.0,29.0,0.0,1.0,Secondary,1.0
6462,carlton,3 bedroom houses,773.0,31.0,56.0,0.0,0.0,Primary,2.0
6463,parkville,3 bedroom houses,773.0,12.0,29.0,0.0,1.0,Secondary,1.0
6464,carlton,4 bedroom houses,930.0,31.0,56.0,0.0,0.0,Primary,2.0
6465,parkville,4 bedroom houses,930.0,12.0,29.0,0.0,1.0,Secondary,1.0
6466,carlton,All properties,319.0,31.0,56.0,0.0,0.0,Primary,2.0
6467,parkville,All properties,319.0,12.0,29.0,0.0,1.0,Secondary,1.0
6538,carnegie,1 bedroom flats,285.0,3.0,6.0,0.0,1.0,Primary,1.0
6539,carnegie,2 bedroom flats,405.0,3.0,6.0,0.0,1.0,Primary,1.0
6540,carnegie,2 bedroom houses,475.0,3.0,6.0,0.0,1.0,Primary,1.0
6541,carnegie,3 bedroom flats,560.0,3.0,6.0,0.0,1.0,Primary,1.0
6542,carnegie,3 bedroom houses,615.0,3.0,6.0,0.0,1.0,Primary,1.0
6543,carnegie,4 bedroom houses,840.0,3.0,6.0,0.0,1.0,Primary,1.0
6544,carnegie,All properties,395.0,3.0,6.0,0.0,1.0,Primary,1.0
6685,castlemaine,1 bedroom flats,0.0,15.0,25.0,46.0,0.0,Primary,4.0
6686,castlemaine,1 bedroom flats,0.0,15.0,25.0,46.0,0.0,Secondary,1.0
6687,castlemaine,2 bedroom flats,348.0,15.0,25.0,46.0,0.0,Primary,4.0
6688,castlemaine,2 bedroom flats,348.0,15.0,25.0,46.0,0.0,Secondary,1.0
6689,castlemaine,2 bedroom houses,375.0,15.0,25.0,46.0,0.0,Primary,4.0
6690,castlemaine,2 bedroom houses,375.0,15.0,25.0,46.0,0.0,Secondary,1.0
6691,castlemaine,3 bedroom flats,0.0,15.0,25.0,46.0,0.0,Primary,4.0
6692,castlemaine,3 bedroom flats,0.0,15.0,25.0,46.0,0.0,Secondary,1.0
6693,castlemaine,3 bedroom houses,440.0,15.0,25.0,46.0,0.0,Primary,4.0
6694,castlemaine,3 bedroom houses,440.0,15.0,25.0,46.0,0.0,Secondary,1.0
6695,castlemaine,4 bedroom houses,450.0,15.0,25.0,46.0,0.0,Primary,4.0
6696,castlemaine,4 bedroom houses,450.0,15.0,25.0,46.0,0.0,Secondary,1.0
6697,castlemaine,All properties,390.0,15.0,25.0,46.0,0.0,Primary,4.0
6698,castlemaine,All properties,390.0,15.0,25.0,46.0,0.0,Secondary,1.0
6769,caulfield,1 bedroom flats,290.0,12.0,14.0,0.0,0.0,Pri/Sec,1.0
6770,caulfield,2 bedroom flats,410.0,12.0,14.0,0.0,0.0,Pri/Sec,1.0
6771,caulfield,2 bedroom houses,490.0,12.0,14.0,0.0,0.0,Pri/Sec,1.0
6772,caulfield,3 bedroom flats,595.0,12.0,14.0,0.0,0.0,Pri/Sec,1.0
6773,caulfield,3 bedroom houses,700.0,12.0,14.0,0.0,0.0,Pri/Sec,1.0
6774,caulfield,4 bedroom houses,970.0,12.0,14.0,0.0,0.0,Pri/Sec,1.0
6775,caulfield,All properties,410.0,12.0,14.0,0.0,0.0,Pri/Sec,1.0
